所謂世間人,微博看到推荐，今天app首页刚好有就点开看了。这影像感，这台词，这水水垮垮的制作水准，过去的三十分钟每一分都是煎熬
李噜,"秦昊+张颂文，两位文艺片男神坐镇，在广西
东小城，时不时还有粤语乱入，一瞬间突然似乎就穿越到了《风中有朵雨做的云》了有木有！这个导演之前在《幻乐之城》似乎就有拍过短片？印象很深，他的镜头运用一直都非常有质感。（希望我没记错）当然，这部剧更让我喜欢的是这三个小朋友，尤其是朱朝阳这个角色。小小年纪就能hold得住这么有层次的角色，未来可期啊！
"
尝碗粥,多好的一个张颂文啊！
徐若风,各方面硬配、软配都是《无证之罪》甚至更往上的水准，紧贴地域的气息，全员飙戏现场，以及难得悬置住的神秘感。然而主要角色动机扭转向光良化的塑造，也不得不让人发出一句喟叹：如果没有审查该多好...（看得出来主线损失掉的在支线努力找补）分集评分：前六集8 8 8 8 7 9，后六集：7 7 7 7 6 6 
RacheL,选景很到位，破旧的海滨城市搭配上火辣辣的阳光，整个画面看起来很有夏天的感觉，非常有代入感。除此之外，我感触很深的是几个小演员们的造型，朱朝阳让我回忆起了小时候班里那些整天埋头看书、不怎么爱说话的学霸们，还有严良的服装、发型和小演员的气质非常搭。总体来说，这种角色设定非常考验小演员的演技，但很幸运，这三个小孩的表现都非常不错，特别是演普普的小女孩，我真的太喜欢了，即使不说台词，眼神里满满的都是戏。
玫瑰佐罗,"第一集时间竟然有76分钟，但剧情一环扣一环，完全没有尿点。最后大家都在六峰山汇聚的时候，那惊险刺激的感受完全不亚于某些经典的悬疑电影！剧情的设计感足足的，真的太酷了
"
Eudilav,是网剧没有过的尺度与格调，开头真没想到这么大胆吓人啊，帮父母抬腿的时候隐约感觉到什么，果然《坏小孩》，邪典又诡异，好刺激。摄影还是《无证之罪》，光线灰暗阴冷，潜藏在隐秘的角落，难得做到如此有余味与解读空间。秦昊在，氛围就差不了，演变态太带感了。这次他可以爆了吧，可以了吧！话说秃头秦昊好像中年有头发的葛优啊。（剧终补充：1.所有人都在搞事，但叶驰敏是真的在学习。2.好像也没什么要说的了，“朝阳”注定“东升”，坏小孩带着恶，乘风破浪。
撒浪嘿呦,看完第一集，被开头和结尾的巧妙闭环给震慑到了，最要命的是，沉迷于剧情中的我，看完了才注意到第一集居然有76分钟？！（具体是啥情节我就不剧透了）跟你们讲，别嫌第一集时间太长，只要你耐心看下去，你会和我一样惊呆的！
用户,评论内容
紫金陈本人,非常好，我挑不出缺点的好。既商业又情怀。
锡箔鱼,拖沓的节奏配简单的调度，难解的问题统统交给巧合。过去用流量明星和ip做营销噱头现在改用演技派和摇滚乐队，产业升级了一刚
有趣的人,弹幕有人吐槽节奏慢，没看过原著，看前两集根本不敢眨眼，张东升人前人后的反差、朱朝阳被校园软暴力、朝阳妈妈的教育理念、严良的身世、普普的内心世界，细节真的太多了，每个角色的人性丰满让人惊讶
楚巴卡爱安纳金,秦昊仅仅因为岳父母怂恿女儿离婚，就痛下杀手，问题是您这女儿看起来也挺有主见的，要真想离早离了，父母的话管用吗。而且这个朝阳看起来是有超强人设的，铺垫大半天没一个铺在点子上，对话的钝感实在太强。剧情的起伏全靠巧合，小孩中二之魂也很莫名其妙，总之细想之下会发现很多问题，结果只要一死人这剧情bug就顺利趟过去了
即兴表演艺术家,如果这是顶尖国产剧那我对国产剧真的绝望了，第九集开始全面崩坏，剧情走向，人物行动逻辑，没一个说得通的。编剧也许是中学生？
琦玉老师,维持在9.0就OK了，第一次看国剧有了那种刷美剧日剧的优越感，发自肺腑的开心和骄傲。既然都把标准线定这么高了，咱就别再掉回去了吧。别的制作方来看看，别天天拿过不过审当借口，但凡动动脑子就成，是好东西，大家都会花钱的
时间之葬,评分过度虚高了一点。每一次的强烈戏剧冲突，几乎都是靠严丝合缝的事件巧合来完成的。人物本身的性格、心理、处境和动机在很多时候都不会必然导致这样的结果，而跳脱出来看，就不难发现，一切都只是编剧为了营造那种所谓的紧张感而一再人工设套。换句话说，是一早编好的故事在推着人物走，而不是人物跟着自己的心理在推着事情走。
sirius_flower,商业长片水准但其实在今天国内的网剧里已经算不上多么出色了 尤其是这片子出了秦昊基本上都没什么演技（很可能跟次要人物的设定过于贫乏有关）换个标题可以叫“学霸的暑假” 学霸忙于令成年人都无法承受的事务却依旧在课业上虐杀每一天都勤奋努力的同学 而且与悍妇、黑帮、秃顶数学老师转杀人狂魔斗智斗勇。秦昊的葛优式秃头在剧中确实是独领风骚的存在 和他嘴角上的那颗痣一起打造了这个有点汉尼拔风格的杀人魔形象。预告片蛮有意思 完美地埋下了包袱。但严格地说，推理和悬疑不行，成长题材也够呛（毕竟大多数人根本不需要也不可能这么成长）可以说是一个借着孩子来讲的大人的故事
九只苍蝇撞墙,一集弃。友邻们把它都夸成水仙了，于是耐着性子看了会儿发现原来就是头大蒜。赛人老师曾经这样总结中国电视剧的特点：它的叙事、表意、抒发情感和情绪煽动处于分裂状态，一段镜头就承担一个功能，导致观众都成了只能对着画面做同一种反应的单向思维动物。这种东西就是把它吹出花儿来，也还是会动的故事会而已。
verona_,"第一集开头也太赶客了吧，先拍个风景，角度蜜汁像广告纪录片，我心里还没吐槽完就真插入个尼康广告，拍照拍那么久你搞笑呢? PS：小孩演得也太敷衍了吧，这么轻轻一推就倒了，还半天起不来。请导演不要把国产观众当傻子，我看得出来。这剧是个笑话吧，吹精品，一上来就漏洞百出，我信你的邪🙄
更新：能感受到主创的用心，但是拍的是另一种悬浮剧，比如给每个小演员的台词都非常机械，明显是成人思维。还有这部剧对男性角色的塑造明显比女性用心，给张东升找那么多理由，都有些画蛇添足了。第二集中间弃，原因是改编后的逻辑在我看来无法自洽（三个小孩放弃报警去恐吓杀人犯？），剧本整体的框架结构是对的，但是细节处太露怯了。看了一集多，小演员里普普>朝阳>严良。国产剧能做到这个程度我觉得评分可以在8-9分，9分上太夸张了。"
小鑫大人,这个严良是个傻子吗？普普弟弟生病了。自己没钱出去搞钱给她弟弟治病？30万什么概念就算你不知道。汽水多少钱一瓶一共能买多少汽水你心里没数吗？一句小孩就能盖过吗？我十几岁以为一百就是天文数字了。这张嘴就30万。自己搞不到然后强行找编剧加戏搞敲诈30万？自己问问10岁的自己。你好朋友生病了。你就偷偷把你家房子卖了给你朋友治病？你爸不打折你的腿？你要说严良他爸精神病。他也有精神病遗传史我倒是信。
阿德,牛逼，小演员的表演太惊艳，秦昊演这类角色毫无压力，湛江取景选的真好，某一刻都以为在看《风雨云》了......这种国产剧我愿追。
在希望田,"这真的是我2020最期待的剧了！
之前就看过坏小孩的小说，没想到居然真的能拍成剧！还是真的厉害的演员阵容！！！超前点播结束，继续高能，不能直白拍出来，但是很多暗示隐喻，可以多结合剧评看看，最后一个镜头结束得太刺激了，完结五星！我的2020top剧！"
Sylvia🌊,除了配乐之外的其他一切都太平庸了，野心有余实力不足…故事线的逻辑无法自洽，叙事节奏平铺直叙毫无巧思，还有一堆国产剧永远无法逃脱的婆婆妈妈家长里短砍掉也毫不影响主线的无关剧情…求求国内别再翻拍这种内容无法过审的小说了，改编剧本又改不好，自取其辱何必呢？失去了原著精华的全员恶人，这个故事不过就是普普通通的中国特色正义温情剧罢了。
塔伦提诺,全集追完，仍旧五星。事实证明只要广电稍微抬一抬手，国内照样能出非常优秀的国产剧。虽然最后一集还是明显有阉割的痕迹，朱朝阳的台词几乎全后期重配了，做过刑侦剧的人太能体会这种折磨有多痛苦了。不过对于主创团队，还是佩服得五体投地，他们真的已经尽最大的努力，在现有制度下做到最好了。结局有两个版本，对应了剧中一直渲染的笛卡尔的故事，你愿意相信童话还是愿意相信现实完全取决于观众自己。我从来都毫不犹豫的选择相信现实，因为广电制造的童话太令人恶心了。
LOOK,看了四集，无法坚持下去。硬扯电影感这事的话，这群所谓实力派演员只有秦昊懂。服、化、道、灯光、摄影构成的影像系统之下，演员的电影感来自面孔、身体构成的造型、仪态与空间的交互张力。张颂文一上来第一场戏，打麻将，噼里啪啦说了一堆，一会儿粤语一会儿国语，出来的是电视综艺真人秀效果。这是影像系统自身不给力，演员硬给自己加“戏”的恶果。不过我看不下去不是因为没有电影感，而是因为剧情水分较高。最无法忍的是，过多利用偶然性来推进剧情。
懒惰企鹅,《东北仔在广东之绿茶萝莉耍了我》
fever,冲着秦昊和高评分看的，失望透顶。中午看这个蛮好的，真的催眠。国产剧一贯尿性，有些许亮点，但是总是一堆问题。这部剧唯一能吹的就是秦昊和小孩子的演技，但是这无法拯救拖沓的剧情和无趣的台词。本来以为最近的短剧风能够改变国产剧注水的现状，结果更加病入膏肓。注水的大剧至少有大制作，有大格局，即便节奏拖也有大牌看，而短剧一旦故事不行节奏又拖就是彻底的灾难，就比如这部剧。说实话我以为这么高的评分剧情会是秦昊小时候和成年之后对照呢，结果还是玩双线叙事汇集那一套？话说火锅英雄也是这一套，秦昊还真是与宁浩有冥冥之中的缘分。这几年最受好评的琅琊榜和白夜追凶以及唐人街探案网剧前八集除外，国产剧能够做到大部分方面都能让人满意实在是太难了。都说陈思诚喜欢借鉴，但其他国产剧导演连把故事讲的让人不睡着都很难，也是挺悲哀的。
Bless_U,我还以为是推的是亲父母，心想是不是有什么难言之隐呢，原来是岳父母。张东升这种软饭男太可怕了，表面上唯唯诺诺，实际上心里谋划着什么完全不知道啊！嫁错人真的是悲剧，日常份恐婚
JANGLE,秦昊演斯文败类真是信手拈来（夸奖），但导演你为啥要让帅哥地中海啊那可是娄公子的御用啊，王景春头两集戏份不多，但神奇的是他一出场就自带电影感。爱奇艺这个迷雾剧场是准备狠狠的收割一波悬疑推理迷的韭菜了，我充会员还不行吗！
用户,评论内容
tierra,优点有但作为悬疑题材节奏太慢了，并没有很吸引人往下看，角色也写得不够深，说电影质感的标准也太低了
肖宗镜,音乐真的绝了，朱朝阳这个小孩演的好好呀！细节处理的太好了，一开始的极度谨慎，用梳子上的头发丝放到衣柜门口，检验门柜是否被打开。后面三个小孩抱团取暖的感觉温馨到我了～草刚刚看剧透，他妈温馨个鬼哦，看的我后脊背发凉，坏起来真的不敢想象，人性哦～
吴人用其语为歌,张东升前一刻安慰徐静，后一刻就悠闲得意的样子实在瘆得慌，与这样两面杀人犯共处，想想都恐怖。
大奇特(Grinch),剧作的成功在于人物的塑造，以及儿童视角的成人之恶，小孩的描写符合逻辑。布局不错，几组人物如何关联，如何影响，从意外到谋划的方方面面。每集长度不一，接近美剧的节奏，特意在每集结尾留个悬念扣，2-6集最好，但是现在看，扣其实都挺刻意，张老师最后的改变是编剧刻意而为之。最后几集出现问题，最后两集彻底崩了，国产剧的通病啊。
风吹啊吹风,开局就把我吓到了，刺激！王景春+秦昊，电影质感，还有那海报。与国外同类型剧比毫不逊色，与几年前尴演乱拍的国产悬疑犯罪片更是天壤之别。预测8.8分到9.2分，观望中。（吐槽一下片名，原名可能不能过审，但现在这片名，“XX的XX”，这和那什么从韩国引进综艺的取名一个套路啊）
基闹,让XXX杀掉XXX简直大败笔（可以理解是考虑审查），XXXX是太强烈的情感推动力，改变了整个故事的逻辑，如果没有这段，故事是完全可以朝着更黑暗的方向讲述的：三个孩子和一个大人合力毁尸灭迹，张东升收养普普，严良跟随老陈，朱朝阳一家三口团聚，每个人都得到了幸福，大家藏着秘密再也没有见面。人生是很沉重的，我们从小就知道。
過期罐頭,全靠同行衬托
居无间,更愿意将《隐秘的角落》视为“惊悚剧场”的开端。压抑、窒息的氛围，让人隐隐重回《无证之罪》。细节非常丰富，角色个个鲜活。秦昊秃头造型好评，这人物塑造的，活脱脱一个斯文败类。（第六集，五星！
来自季风,硬撑着看完四集还是觉得好无聊....
🌸,冲着秦昊来的，第一集开篇就把父母推下山了，让人忍不住想往下看。
潘多拉,"怕这剧埋没了，特地回来改的评论，厕所里说把内存卡销毁了，是因为朱朝阳怕严良发现了他没有复制，应该去揣测他的心理活动，还有最后张东升说可以选择相信童话，这就暗示了朱晶晶的死并不是意外…
剧中有特别多的隐喻和细节…"
欢乐分裂,事先张扬的凶案好评，极为自信的开场，各条线索汇聚捏合颇有看头，配乐/声效很不错，卡司讨喜；对比原著，“洗白”式改编冲淡黑暗性，殊为可惜（但细品，其实也可看出主创力图冲破审查的诉求），其他支线（老陈、王瑶弟弟、母亲恋情）加进来对丰满人物有益处，但在12集的体量内铺垫出原有的酝酿与爆发有点捉襟见肘，冰库一段算是黑化历程的揭幕，好评。然而，最后两集？？？如同笛卡尔的故事一样，隐秘的角落里并没有结局，成为什么样的人是你自己的选择。
不良生,最喜欢的一场戏，是父与子坐在露天甜品店门口吃糖水。他送给他一盒崭新的泳镜，他发现他皮包里的秘密，他试探和猜疑他，他讨好和周旋他，他怜爱和愧负他，他洞悉和包容他。他们相约下次一起去玩游乐场和横跨珠江，他们小心翼翼不动声色地包裹和藏敛起所有的温柔阴翳与战栗凉意，他们从未如此亲密又如此疏离。然后，你看见那只黄碗里掉落了黑色的苍蝇，你听见那支录音笔嗡嗡沙沙的嘈音像苍蝇，而这对父子的关系当中也永远粘上一只令人生厌的苍蝇，从此挥之不去。
兔子爱吃大白蔡,如果现在的改编其实是日记里的内容 最后结尾反转 那编剧可以封神了！以这种巧妙的方式过审 那就太聪明了！
李小丢,想了一下还是给个五星，不觉得烂尾，已经是带着镣铐跳舞的极致了，认为结尾是正能量的可以补下原著《坏小孩》，暗示已经很明显了。所有搞创作的应该都羡慕死紫金陈了，看看这两部改编的成品，都是三星小说五星电视剧的水准。秦昊和张颂文太出彩，原著里大人的角色大多扁平，两位演员的表演让人物立体复杂起来，特别是朱永平，不再是个脸谱化的渣男，相比起来王景春那个角色发挥余地就少了很多。另外原著是上帝视角展开+最后日记本反转，电视剧我认为采用的是日记本视角，即从头到尾我们看到的都是朱朝阳「修饰」过的真相，注意观察他在每次命案发生时为自己设定的旁观者角色，以及他们为什么要30万的原因。
小狐狸的慢灵魂,"导演根本不会拍戏。吓得我半小时取消爱奇艺包月。"
Two one or A tw,"干瘪的剧情
平铺的结构
弱智的对白
不合理的细节
类型化的演技
摄影可以直接减二星
导演试图去模仿悬疑类美剧的调性与氛围，结果故事骨干有天生缺陷，在人物性格塑造上也极其失败。
全剧沉默乏味至极，无主旨也无新的视角新的技法，以为看过别人做菜就认为自己能做好。
为什么是一星，不是二星？全剧能看出导演只想抄风格，根本没把心思花在剧里。
两个小孩去秦昊家要钱那场戏简直亮瞎我的双眼，摄影打了一个面光，确定摄影师和服化道不是请的百万巨鳄的摄影么。
"
littlestar,"只看到第4集......后面有点看不下去了
摄影很不错，就是觉得剧情有点拖沓......
也不是很喜欢这种观众被带着被动解谜的剧情.....
(不喜勿喷)"
阿柴,非常牛逼，具体有多牛逼，很多文章都写过了。这部作品最让我感动的一点在于，它从头到尾都擎着一股劲儿，一股『世道这么糟糕我还是得尽我所能地做出好东西』的劲儿，一股『跟着这世道一块儿堕落的你们也太不要脸了』的劲儿，这股劲儿直到最后一秒、直到最后一集的片尾曲播完都没有丝毫松懈，我为这股劲儿鼓掌。
久生爱世,将原著最核心的内涵改的面目全非，三个孩子全部洗白，搞得坏人只有张东升一个，实际上本书真正核心是坏小孩，虽然是为了过审但也实在意难平，既然是小说改编，至少核心内容不能丢，魔改成这样有什么意义，2星给演员演技
用户,评论内容
张老实,整体故事性还可以，但台词和节奏太水（比如第一集就挺难熬的，压缩成10集比较好），好多靠镜头语言推动的戏非要让演员们说出来，此外部分场景还缺少一些戏剧感冲突感（没有用影视语言建立起这个戏剧冲突）。这种剧一看就是当代护栏网资本在推，吹得实在太厉害了，也有可能是疫情憋得太久了突然有一部过得去的就封神了。当然粉丝们会说你行你上，我肯定不行但不妨碍我嘴炮。
Endless Circle,朱朝阳和普普这两个演员太还原了，尤其是普普，简直和我看书的时候脑补的一模一样，而且不知道为什么，感觉这些小演员们一眸一笑都那么有看电影里慢镜头的感觉，太细腻了。这么小的年纪，这么棒的悟性，都是怎么做到的啊～
四道风,这神仙阵容和制作团队，不给五星我都对不起我自己
燕麦宇宙,捧杀剧
竹官碧,以为不连戏的地方其实都是暧昧的暗示，值得细品。看看大部分黄金热播国产剧的脑残现状，还是宽容点吧，不能那些都考全国卷，单给这个考江苏卷啊……
阿米果粒,看了这部剧才发现自己真真的低估了当今的网剧质量，印象里仍停留在几年前粗制滥造的水平，隐秘的角落的好看程度让我惊讶了！
墨朕,不开倍速看不下去 听说原著很黑暗 可惜了
椎名伶檎,太慢，不是节奏慢推进慢，是一切都很慢，像0.75倍速看一样。每场戏的信息量也少得可怜，一点没有看悬疑剧的紧张感和交互感。张颂文值一星。
白日梦游,隐秘的角落大概是我今年最期待的剧了，原著也看过。第一集就1个多小时，这个长度真的非常满意了！！秦昊把文质彬彬和变态两面都演得很到位，王景春好接地气哦。意外的是三个小孩子的演技居然也不错！！小演员选得真好。
桃桃林林,剧作还是有想法的，尤其前几集，总会有钩子拽着你。美术，音乐都很有特点。演员在选角上还是靠谱的，包括几个孩子演员的选择。秃顶秦昊人人爱。至于剧情，你相信是童话就是童话，相信黑化就是黑化，这就是大家的选择吧。可能在节奏和有些调度上还是有遗憾，但整体，尤其作为网剧，挺好
glim,小演员选得不好等于先自捅一刀，试图迎合一些负能量擦边球的猎奇心理，结果没办法像无证一样找到合适的平衡点，加上原著本身的bug…
57,强忍住吐槽，也只能说这是一部优点缺点都过于明显的剧，不同的位置看应该有完全不同的结论。我是完全没法被这么多bug和刻意且不风格化的手法所打动。眼下千篇一律的吹捧，恐怕比剧本身更成问题，最大的原因还是好东西太少，于是缺乏接受和批评作品的路径。在起点低、限制多的前提下，大家心照不宣地进行同情式的赞美，本质上和营销、甚至和民族主义话语距离很近，对行业的益处不大。在观众那里也只能带动特别单一的讨论。所谓励志故事也是很可疑的，因为背后的心理大多是成王败寇的露骨逻辑，不成功时一无是处，只有成功了一切才合理，大家对丰富、专业、爆款以外的中间环节没有兴趣。尽管国内文化研究也是一样江河日下，但这种时候，大众文化的研究者应该找到自己的位置才对。
嘟嘟熊之父,中国版《小偷家族》+《第三度嫌疑人》？善恶一念间，还是善恶天注定？神秘、克制、阴冷，国产剧中罕见的市井气，秦昊的脸有魔力。
王者菜菜子,原著党表示改编大动刀也是可以接受的，毕竟紫金陈大大的作品能看到就是福利，更何况这个阵容跟制作也太可了
Big猫不食鱼,磨磨唧唧 拖拖拉拉
芦哲峰,张东升最后一句台词是：“你可以相信童话”，我猜这个坏人被击毙，三个孩子都活了下来，连普普的弟弟都得救的结局，应该就是童话。然而真相永远不会像童话一般美好，普普肯定早死了，严良肯定也死了，张东升其实已经不想活了，他想跳楼最终没敢，必然会激朱朝阳杀了自己，而小朱同学长大之后，只能是又一个张东升。
顿河,还真的是挺棒的，审查把创作逼成了少年派。我觉得最可深究的角色是普普。这个女孩儿是朝阳和东升之外的另一层映射，普普不停地说，我是不会告诉严良的，然后要钱去救一个不存在的弟弟，细想才是毛骨悚然。
洞🕳️,感谢同行，心情微妙复杂
缺觉,小演员选得真好，细节扎实，台词话外有话，五星起飞！
鲜肉兄,好久没看过如此精致、细腻的国产剧了。《空中有朵雨做的云》《地久天长》《少年的你》《黑处有什么》的集大成者。藏妈妈金项链并用头发丝夹在门缝的细节太赞了，同意让陌生人住但还是担心的小心思跃然于屏幕上。这世上大人的秘密太多了，小孩是最能守住秘密的人。六星好评，千万不要烂尾。【写于6.26剧终】朝阳妈和晶晶妈过于受制于身边的男性永平和朝阳，没有突破传统认知，没有发挥主观能动性，不够让人惊艳。
用户,评论内容
方枪枪,秦昊、王景春这演技就不说了，难得的是片子里的两位00后和一位10后，三位小演员的演技也能吊打一众流量。当然，就剧本而言，比起书中的暗黑，剧还是做了不少的改编和修整，比如朱晶晶的坠楼、朱朝阳父亲和王瑶的死亡，三个小孩的结局以及朱朝阳伪造的那份日记，总之和原著的暗黑比起来还是温和了不少，理由嘛，大家都都懂，也理解，在这环境下能做成（改编成）这样已经算不错了，尤其在多数成人都是多少有缺点的情况下，加入王景春饰演的老陈这么一个极其温暖正能量的角色，更是在融合和消解原著中的绝对黑暗氛围。剧是好剧，但评分也不至于到现在这么高的评分标准。
大島,小白船再也不是一首儿歌了
T i a n,五星都不解气
黄青蕉,整容级别改编，充分证明导演有审美多重要。以及虽然秦昊是反派，但在这里面也太可怜了吧，史上最憋屈变态杀手，有几幕都快散发母性光辉了，心疼🙈
箱男,第一集就“偷”松本清张的中篇小说《年轻男子》，没新意！
格里高尔,第一集惊艳，可得4星半，第二集解嗨，可得3星半，第三集雷人，可得2星半，第四集拖沓，可得2星。四集弃，直接看剧情简介，鸡毛蒜皮，不堪入目，正能量下无好剧，顾念第一集，勉强给个3星吧。
Lollipop_Xex,花了18块钱看完了后面真的越来越迷
无味,7分，这三孩子看的我着急。
西帕克,你做了个梦，梦里你最恨的人死了，醒来他就真的死了，那你是否是无辜的呢？客观发生的剧情符合道德标准，主观上角色的内心却已跌入邪恶的深渊，这无疑是被审查逼出的杰作。用大量的暗示，让你怀疑这个崩塌的结尾。现实开场，童话结束，就问你愿意相信什么吧。
闯入阒寂的月球,空气里渗出的味道是酸楚的，每一次微笑都是硬挤的。为张颂文和秦昊摇旗呐喊，小演员也好有实力啊。
wild life,好的作品绝对是用心制作出来而非拼凑出来的，虽然和原著有所改动，不得不说，这部剧从质感，气氛以及每次的背景音乐都让我感到毛骨悚然，这才是一部悬疑剧应该有的样子。
木由,应该叫做《朝阳日记：难忘的暑假》。剧版很鸡贼啊，为了过审全程按伪装成傻白甜的大魔王朝阳的日记视角来拍，最后通过月普台词的一字之差，从“她掉下去了”变成“她‘要’掉下去了”，推翻前文所有供词，刚揭开黑暗面又戛然而止，妙。还要给秦昊老师九十度鞠躬，为了不让未成年犯罪摆在台面上，秦老师承担了全剧所有的罪恶，生生从秃头绿帽数学老师变身荆轲，太不容易了！
谢飞导演,分三天，一口气补看完了这部六月份爆棚的12集网络连续剧，确实好看！导演节奏把控到位，小演员及几位资深演员精彩，调度光影剪辑音乐讲究。可喜的是这是爱奇艺网络视频平台继《无证之罪》之后，在“第五代”前辈的支持下，又一次启用一批80后年轻的创作人员，开辟网络影视剧的成功实践！祝贺！ 从网上了解到，由于各种客观原因，剧本对被改编的小说《坏小孩》做了较彻底地改变，将“坏小孩”洗白；增加了些亮色的情节线与人物，虽留下许多剧作中的问题，也算难能可贵了。继续努力！
亵渎电影,创作上确实有值得学习的地方，其实它的做法也不新鲜，还是好莱坞类型片那套写法的变形。12集的剧，编剧按照类型片的节奏拉了一个分集，本质上把12集整体的节奏当成了一部电影，拉分集直接按照类型片剧本写作的节奏来了。到了分集的写法，每一集的戏剧任务都很明确，场景做的很紧凑，后半段的节奏都利用几条线的平行剪辑把节奏做的很快。每集不顾及时长，坚决不兑水，成片剪多长算多长。这种写法的优点，其实跟好的类型片一样，节奏快，效果高，可以爽，更容易抓观众。这个剧本写法还有一个特点，它不是美剧式的写法，它还是传统国产剧的写法，只是技巧上更多的是学习了类型片写作的经验。片子整体的观感，跟那种高度工业化的美剧还是有本质上的不一样。最后想夸一句丁可的配乐，让整个剧的质感高级了不少。
-COCO,看完一集我先来吹两句 感觉271这波迷雾剧场搞得是真不错 全是12集小体量自制网剧 但质量水准都是有的 十日游戏和隐秘的角落这两部的演员选得也好 朱亚文金晨耿乐不说了 这部的王景春秦昊 包括三个小孩儿 演技全员在线 剧情推进看着也舒服 不注水 如果能日更就好了 天天晚上抱着看 还是我爱的悬疑题材 美吱吱！！
qwertyuiop,节奏 逻辑 视听 都不行，小孩演技模式化，为什么吹成这样……
深夜的阿斯伯格,《冰血暴》走向，《爆裂无声》式悬疑恐怖，返《烈日灼心》式设定，王小帅式年代感，还有诡异的片头正好映衬了片名，点赞每集的标题，结尾三个孩子唱歌渐渐失焦的镜头十分邪典。秦昊所有极具残暴而又冷静的表演加上某些名场面中穿插着的蜥蜴的镜头更是暗示了某些人性即是兽性的寓意，这种今村昌平式的表达直接拉飞了这部网剧的水准。
杰某某,太假了，跟小说根本没法比，完全是对立的表达 ，从第三集开始就是满满的“河蟹”味，太假太假了，朱晶晶居然自己跳楼，惊呆了，朱晶晶的妈妈和朱朝阳的爸爸居然只是伤心，在那哭？？？？那么恶毒的一对夫妻，居然被河蟹成这样，我的天 ，简直看不下去，建议去看（坏孩子）小说。
mz,电视里的小孩真的都太闹心了。在任何时候，大人都不应该以死来为小孩的鲁莽开脱，这样刻意去编就好像一个字一个字把“你到底是要当一个隐忍的好人，还是要当一个解气的坏人”这个道理打在屏幕上，连打字时输入法的拼音你都能看到。很少有地方让我觉得这是真正的儿童叙事，很少有地方让我觉得在用画面讲故事，除了张老师的头发，好像说了什么，又好像什么都没说，好像没必要，但没有又不行
波将金村民,小孩过家家，影帝胡杀人，景春老头乐。
用户,评论内容
子虚乌有者也,整个片子色调都走暗淡风，质感非常好，镜头写实毫不花哨。一开始东升把岳父母推下山崖是一个大悬念，故事层层展开。三个孩子在片中第一次见面，扮演朝阳的小演员把犹豫和警惕表现的很好，这些孩子和杀害岳父母的奥数老师有什么交集?后面的剧情值得期待。
